index,old_id,message,empathy
864,387,im feeling anxious a bit  im trying to relax,anxious
865,387,im feeling wanted a bit  im trying to relax,anxious
866,387,im feeling willing a bit  im trying to relax,anxious
867,388,a little worry,anxious
868,388,a little worried,anxious
869,388,a little apprehension,anxious
870,388,a little bother,anxious
871,389,kinda anxious i guess,anxious
872,390,feeling abit nervous,anxious
873,391,nervous  depressed  worried  sleepy,"anxious, depressed, sleep"
874,392,worried stressed,"anxious, stress"
875,392,worried stressing,"anxious, stress"
876,392,worried stressing,"anxious, stress"
877,392,worried stressing,"anxious, stress"
878,393,just a little nervous,anxious
879,394,i am anxious but happy,"anxious, happy"
880,395,im feeling a bit anxious but not too much,anxious
881,395,im feeling a bit wanted but not too much,anxious
882,396,anxious and scared sometimes trying to be positive but there are negative thoughts,"anxious, scared"
883,396,wanted and concerned sometimes trying to be positive but there are negative thoughts,"anxious, scared"
884,396,wanted and afraid sometimes trying to be positive but there are negative thoughts,"anxious, scared"
885,396,wanted and made sometimes trying to be positive but there are negative thoughts,"anxious, scared"
886,396,willing and concerned sometimes trying to be positive but there are negative thoughts,"anxious, scared"
887,396,willing and afraid sometimes trying to be positive but there are negative thoughts,"anxious, scared"
888,397,im feeling extremely distressed and low i dont have any idea how to tackle this i am depressed to say the least,"anxious, depressed, sad"
889,397,im feeling extremely distressed and low i dont have any idea how to tackle this i am cut to say the least,"anxious, depressed, sad"
890,397,im feeling extremely distressed and low i dont have any idea how to tackle this i am cut to say the least,"anxious, depressed, sad"
891,397,im feeling extremely distressed and low i dont have any idea how to tackle this i am cut to say the least,"anxious, depressed, sad"
892,397,im feeling extremely distressed and low i dont have any idea how to tackle this i am cut to say the least,"anxious, depressed, sad"
893,397,im feeling extremely distressed and low i dont have any idea how to tackle this i am decreased to say the least,"anxious, depressed, sad"
894,397,im feeling extremely distressed and low i dont have any idea how to tackle this i am decreased to say the least,"anxious, depressed, sad"
895,397,im feeling extremely distressed and low i dont have any idea how to tackle this i am decreased to say the least,"anxious, depressed, sad"
896,397,im feeling extremely distressed and low i dont have any idea how to tackle this i am decreased to say the least,"anxious, depressed, sad"
897,398,im feeling kinda overwhelmed because i expect everything to happen as i have planned it  so when things dont run smoothly its an emotional strain,"anxious, emotional"
898,398,im feeling kinda passed because i expect everything to happen as i have planned it  so when things dont run smoothly its an psychosocial strain,"anxious, emotional"
899,398,im feeling kinda overshot because i expect everything to happen as i have planned it  so when things dont run smoothly its an psychosocial strain,"anxious, emotional"
900,399,anxious a bit down,"anxious, sad"
901,400,okay,okay
902,400,ok,okay
903,400,alright,okay
904,400,o.k.,okay
905,401,ok,okay
906,401,alright,okay
907,401,okay,okay
908,402,fine,okay
909,402,ok,okay
910,402,nice,okay
911,403,neutral,okay
912,404,alright,okay
913,404,ok,okay
914,404,fine,okay
915,404,allright,okay
916,404,okay,okay
917,405,not bad,okay
918,405,not dreadful,okay
919,406,im ok,okay
920,406,im alright,okay
921,406,im okay,okay
922,407,im okay,okay
923,407,im ok,okay
924,407,im alright,okay
925,407,im o.k.,okay
926,408,decent,okay
927,408,decent,okay
928,409,i feel okay,okay
929,409,i feel got,okay
930,409,i feel ok,okay
931,409,i feel alright,okay
932,409,i feel makes,okay
933,409,i feel o.k.,okay
934,410,i feel ok,okay
935,410,i feel got,okay
936,410,i feel alright,okay
937,410,i feel okay,okay
938,410,i feel right,okay
939,411,i feel fine,okay
940,411,i feel ok,okay
941,411,i feel nice,okay
942,412,im fine,okay
943,412,im ok,okay
944,413,im alright,okay
945,413,im ok,okay
946,413,im fine,okay
947,413,im allright,okay
948,413,im okay,okay
949,414,i feel alright,okay
950,414,i feel ok,okay
951,414,i feel fine,okay
952,414,i feel allright,okay
953,414,i feel okay,okay
954,415,im feeling ok,okay
955,415,im feeling got,okay
956,415,im feeling alright,okay
957,415,im feeling okay,okay
958,415,im feeling right,okay
959,416,fair,okay
960,417,feeling ok,okay
961,417,feeling alright,okay
962,417,feeling okay,okay
963,417,feeling right,okay
964,418,ok i guess,okay
965,418,yes i guess,okay
966,418,got i guess,okay
967,418,alright i guess,okay
968,418,okay i guess,okay
969,418,right i guess,okay
970,419,im feeling okay,okay
971,419,im feeling got,okay
972,419,im feeling ok,okay
973,419,im feeling alright,okay
974,419,im feeling makes,okay
975,419,im feeling o.k.,okay
976,420,okay i guess,okay
977,420,got i guess,okay
978,420,ok i guess,okay
979,420,alright i guess,okay
980,420,o.k. i guess,okay
981,421,medium,okay
982,422,pretty okay,okay
983,422,pretty ok,okay
984,422,pretty alright,okay
985,422,pretty o.k.,okay
986,423,just ok,okay
987,423,just alright,okay
988,423,just okay,okay
989,423,just right,okay
990,424,im feeling fine,okay
991,424,im feeling ok,okay
992,424,im feeling nice,okay
993,425,its ok,okay
994,425,its alright,okay
995,425,its okay,okay
996,426,i am ok,okay
997,426,i am alright,okay
998,426,i am okay,okay
999,427,its okay,okay
1000,427,its ok,okay
1001,427,its alright,okay
1002,427,its o.k.,okay
1003,428,i am fine,okay
1004,428,i am ok,okay
1005,429,i feel neutral,okay
1006,429,i smell neutral,okay
1007,429,i feeling neutral,okay
1008,429,i sense neutral,okay
1009,430,im feeling alright,okay
1010,430,im feeling ok,okay
1011,430,im feeling fine,okay
1012,430,im feeling allright,okay
1013,430,im feeling okay,okay
1014,431,feel ok,okay
1015,431,feel alright,okay
1016,431,feel okay,okay
1017,431,feel right,okay
1018,432,as usual,okay
1019,433,okay tired,"okay, tired"
1020,433,ok fatigue,"okay, tired"
1021,433,alright fatigue,"okay, tired"
1022,433,o.k. fatigue,"okay, tired"
1023,434,i am feeling ok,okay
1024,434,i am feeling got,okay
1025,434,i am feeling alright,okay
1026,434,i am feeling okay,okay
1027,434,i am feeling right,okay
1028,435,just fine,okay
1029,435,just ok,okay
1030,436,goodish,okay
1031,437,okayish,okay
1032,438,feeling alright,okay
1033,438,feeling ok,okay
1034,438,feeling fine,okay
1035,438,feeling allright,okay
1036,438,feeling okay,okay
1037,439,feeling fine,okay
1038,439,feeling ok,okay
1039,439,feeling nice,okay
1040,440,ok kind,okay
1041,440,yes kind,okay
1042,440,alright kind,okay
1043,440,okay kind,okay
1044,440,right kind,okay
1045,441,pretty decent,okay
1046,441,pretty decent,okay
1047,442,ok thanks,okay
1048,442,alright thanks,okay
1049,442,okay thanks,okay
1050,442,right thanks,okay
1051,443,pretty ok,okay
1052,443,pretty alright,okay
1053,443,pretty okay,okay
1054,444,ok ok,okay
1055,444,alright alright,okay
1056,444,okay okay,okay
1057,445,im doing ok,okay
1058,445,im doing alright,okay
1059,445,im doing okay,okay
1060,445,im doing right,okay
1061,446,fine,okay
1062,446,ok,okay
1063,446,nice,okay
1064,447,allright,okay
1065,447,alright,okay
1066,448,quite ok,okay
1067,448,quite alright,okay
1068,448,quite okay,okay
1069,449,feel okay,okay
1070,449,feel ok,okay
1071,449,feel alright,okay
1072,449,feel o.k.,okay
1073,450,all right,okay
1074,450,all droit,okay
1075,450,all alright,okay
1076,451,regular,okay
1077,451,ordinary,okay
1078,452,okey,okay
1079,453,im doing alright,okay
1080,453,im doing ok,okay
1081,453,im doing fine,okay
1082,453,im doing allright,okay
1083,453,im doing okay,okay
1084,454,feeling okay,okay
1085,454,feeling ok,okay
1086,454,feeling alright,okay
1087,454,feeling o.k.,okay
1088,455,just okay,okay
1089,455,just ok,okay
1090,455,just alright,okay
1091,455,just o.k.,okay
1092,456,im okay i guess,okay
1093,456,im ok i guess,okay
1094,456,im alright i guess,okay
1095,456,im o.k. i guess,okay
1096,457,mostly okay,okay
1097,457,mostly ok,okay
1098,457,mostly alright,okay
1099,457,mostly o.k.,okay
1100,458,finr,okay
1101,459,i am alright,okay
1102,459,i am ok,okay
1103,459,i am fine,okay
1104,459,i am allright,okay
1105,459,i am okay,okay
1106,460,fine thanks,okay
1107,460,ok thanks,okay
1108,460,nice thanks,okay
1109,461,pretty neutral,okay
1110,461,is neutral,okay
1111,461,lovely neutral,okay
1112,461,nice neutral,okay
1113,461,beautifully neutral,okay
1114,461,very neutral,okay
1115,462,i am feeling okay,okay
1116,462,i am feeling got,okay
1117,462,i am feeling ok,okay
1118,462,i am feeling alright,okay
1119,462,i am feeling o.k.,okay
1120,463,alright i guess,okay
1121,463,ok i guess,okay
1122,463,fine i guess,okay
1123,463,allright i guess,okay
1124,463,okay i guess,okay
1125,464,its alright,okay
1126,464,its ok,okay
1127,464,its fine,okay
1128,464,its allright,okay
1129,464,its okay,okay
1130,465,its fine,okay
1131,465,its ok,okay
1132,466,okay good,okay
1133,466,ok good,okay
1134,466,alright good,okay
1135,466,o.k. good,okay
1136,467,im doing fine,okay
1137,467,im doing ok,okay
1138,467,im doing nice,okay
1139,468,i feel fine today,okay
1140,468,i feel ok today,okay
1141,468,i feel got today,okay
1142,468,i feel nice today,okay
1143,469,ok but tired,"okay, tired"
1144,469,alright but fatigue,"okay, tired"
1145,469,okay but fatigue,"okay, tired"
1146,470,ok  not bad,okay
1147,470,yes  not bad,okay
1148,470,got  not bad,okay
1149,470,alright  not bad,okay
1150,470,okay  not bad,okay
1151,470,right  not bad,okay
1152,471,alright thank you,okay
1153,471,ok thank you,okay
1154,471,fine thank you,okay
1155,471,allright thank you,okay
1156,471,okay thank you,okay
1157,472,i feel fine,okay
1158,472,i feel ok,okay
1159,472,i feel nice,okay
1160,473,ok relaxed,okay
1161,473,yes relaxed,okay
1162,473,got relaxed,okay
1163,473,alright relaxed,okay
1164,473,okay relaxed,okay
1165,473,right relaxed,okay
1166,474,my mood is alright  dad called today and made me cry not that he knew 😑,okay
1167,474,my mood is ok  dad called today and made me cry not that he knew 😑,okay
1168,474,my mood is fine  dad called today and made me cry not that he knew 😑,okay
1169,474,my mood is allright  dad called today and made me cry not that he knew 😑,okay
1170,474,my mood is okay  dad called today and made me cry not that he knew 😑,okay
1171,475,pretty darn fine,okay
1172,475,pretty darn ok,okay
1173,475,pretty darn nice,okay
1174,476,fine i guess,okay
1175,476,ok i guess,okay
1176,476,nice i guess,okay
1177,477,i am okay,okay
1178,477,i am ok,okay
1179,477,i am alright,okay
1180,477,i am o.k.,okay
1181,478,okay relaxed,okay
1182,478,got relaxed,okay
1183,478,ok relaxed,okay
1184,478,alright relaxed,okay
1185,478,o.k. relaxed,okay
1186,479,okay could be better,okay
1187,479,ok could be better,okay
1188,479,alright could be better,okay
1189,479,makes could be better,okay
1190,479,o.k. could be better,okay
1191,480,im okay just tired,"okay, tired"
1192,480,im got just fatigue,"okay, tired"
1193,480,im ok just fatigue,"okay, tired"
1194,480,im ok just done,"okay, tired"
1195,480,im alright just fatigue,"okay, tired"
1196,480,im alright just done,"okay, tired"
1197,480,im o.k. just fatigue,"okay, tired"
1198,480,im o.k. just done,"okay, tired"
1199,481,k,okay
1200,482,not bad at all,okay
1201,482,not dreadful at all,okay
1202,483,quite alright,okay
1203,483,quite ok,okay
1204,483,quite fine,okay
1205,483,quite allright,okay
1206,483,quite okay,okay
1207,484,not okay,sad
1208,484,not ok,sad
1209,484,not alright,sad
1210,484,not o.k.,sad
1211,485,its decent,okay
1212,485,its decent,okay
1213,486,im decent,okay
1214,486,im decent,okay
1215,487,okie,okay
1216,488,im alright thank you,okay
1217,488,im ok thank you,okay
1218,488,im fine thank you,okay
1219,488,im allright thank you,okay
1220,488,im okay thank you,okay
1221,489,its totally fine,okay
1222,489,its totally ok,okay
1223,490,im pretty okay,okay
1224,490,im pretty ok,okay
1225,490,im pretty alright,okay
1226,490,im pretty o.k.,okay
1227,491,ok  kinda tired,"okay, tired"
1228,491,alright  kinda fatigue,"okay, tired"
1229,491,okay  kinda fatigue,"okay, tired"
1230,492,im ok im pushing through the mud,"okay, tired"
1231,492,im yes im making through the mud,"okay, tired"
1232,492,im got im making through the mud,"okay, tired"
1233,492,im keeps im making through the mud,"okay, tired"
1234,492,im alright im making through the mud,"okay, tired"
1235,492,im okay im making through the mud,"okay, tired"
1236,492,im right im making through the mud,"okay, tired"
1237,493,i am feeling fine,okay
1238,493,i am feeling ok,okay
1239,493,i am feeling nice,okay
1240,494,not ok,sad
1241,494,not alright,sad
1242,494,not right,sad
1243,495,fine i wish to do more but im fine,hopeful
1244,495,fine i like to do more but im fine,hopeful
1245,495,fine i desire to do more but im fine,hopeful
1246,495,fine i aspiration to do more but im fine,hopeful
1247,496,oki,okay
1248,497,generally okay,okay
1249,497,generally ok,okay
1250,497,generally alright,okay
1251,497,generally o.k.,okay
1252,498,pretty fine,okay
1253,498,pretty ok,okay
1254,498,pretty nice,okay
1255,499,fine thank you,okay
1256,499,ok thank you,okay
1257,499,nice thank you,okay
1258,500,stressed,stress
1259,500,stress,stress
1260,500,stressing,stress
1261,501,busy,stress
1262,502,a bit stressed,stress
1263,502,a bit stress,stress
1264,502,a bit stressing,stress
1265,503,a little stressed,stress
1266,503,a little stress,stress
1267,503,a little stressing,stress
1268,504,stressed out,stress
1269,504,stress out,stress
1270,504,stressing out,stress
1271,505,rushed,stress
1272,506,stressed and tired,stress
1273,506,stress and tired,stress
1274,506,stressing and tired,stress
1275,507,im stressed,stress
1276,507,im stress,stress
1277,507,im stressing,stress
1278,508,slightly stressed,stress
1279,508,slightly stress,stress
1280,508,slightly stressing,stress
1281,509,pressure,stress
1282,510,stressed and frustrated,"stress, annoyed"
1283,511,stressful,stress
1284,511,stressors,stress
1285,512,im feeling stressed,stress
1286,512,im feeling stress,stress
1287,512,im feeling stressing,stress
1288,513,i feel stressed,stress
1289,513,i feel stress,stress
1290,513,i feel stressing,stress
1291,514,im a little stressed,stress
1292,514,im a little stress,stress
1293,514,im a little stressing,stress
1294,515,pressured,stress
1295,516,stressed and anxious,"stress, anxious"
1296,516,stress and wanted,"stress, anxious"
1297,516,stress and willing,"stress, anxious"
1298,516,stressing and wanted,"stress, anxious"
