num_seen,message,empathy,ignore
1, i miss the times when stuff wasn't royally messed up,sad,
1, i feel like i wasn't missed by that many people,sad,
1," built up drive over the day that wasn't channeled anywhere, a waste",annoyed,
1, it's a little claustrophobic in the train and wish that the schedule wasn't so hectic but that's alright,stress,
1, i guess i just wasn't made for this time,disconnected,
1, i wish i was more drunk or wasn't having trouble sleeping,sleep,
1, wish i wasn't getting an admission right now!,annoyed,
1, i wish i wasnt alive,depressed,
1," i want to have a closer relationship with my sister, but she never calls me. i always call her.",disconnected,
1, i want to run away and never come back,despair,
1, whenever i see a gal i feel like i want to fuck them,sexy,
1, like i'm never going to find the love of my life,lonely,
1, i feel like i can’t do anything worthwhile and that i’m stupid and will never achieve anything in life,distortion,
1, a little skeptical because you never checked in yesterday,uncertain,
1," after some time, i lose the sense of purpose, i feel i will never prove to myself that i worth much",depressed,
1, you never lisent to me,angry,
1, i can't because it's a feeling that i never had it before,idk,
1, heart broken...worthless.. like i mean nothing...like im fighting for sum thats never gonna happen,distortion,
1, feeling like i never get anything done,unmotivated,
1, i feel like i am never going to be able to earn a living again.,stress,
1, i want to sleep and never wake up,depressed,
1," like i'm just a disappointment, i'm never enough",distortion,
1, like i just want to sleep and never wake up,depressed,
1," i feel as if i've never had a true personality, this makes me feel empty",emotionless,
1," with too much work, it feels like it never ends",stress,
1, never fulfilled,sad,
1, i feel like i can never do what i'd like to do,sad,
1, you never know how i feel. the god damn world.,annoyed,
1, just so zo and so never count on my geeling right now cause thzt mode changes so fast.,average,
1, i never,idk,
1, like i'm never going to remember it all,stress,
1, i feel in awe because i've never seen one before,inspired,
1, feeling like whenever i make a plan it doesn't happen,annoyed,
1, i never know,idk,
1," said, i know that most of the people that are going to be here won't talk to me we have never been friends",sad,
1, i've never felt this terrible before. my body is hurting because i'm so sad,despair,
1, i never feel too good,sad,
1, like i never want to stop,idk,
1, never like before,uncertain,
1," terrible. i feel like i can do no right, and that i'll never accomplish my goals in life.",distortion,
2, i cannot,emotionless,
1," complicated, tired but cannot sleep",sleep,
1, you cannot understand me,angry,
1," i cannot sit idle i have to keep reading and doing something, that something maybe news, reading about new gadget, watching a video ...",restless,
1, like i cannot control my health,anxious,
1, i cannot find sleep. i'm wrapped in thoughts,sleep,
1, i cannot fall asleep,sleep,
1, i like to do something but cannot really to do it,annoyed,
1, i feel disapointed because i cannot do what i intend to,unsatisfied,
1, cannot wake up,tired,
1, i feel i cannot control for myself,anxious ,
1, i feel like i cannot plan things. they are out of control and i treat people in ways i dont want.,unsatisfied ,
1, i need to sleep but cannot,sleep,
1," i feel like the world around me cannot help me, so i must do new things to get what i need.",determined,
1, i feel like i'm an idiot. i cannot do anything right.,distortion,
5,happy and excited,excited,
5,im excited,excited,
3,excited and happy,excited,
3,happy and excited,excited,
3,happy  excited,excited,
2,excited about the weekend,excited,
2,excited and good,excited,
2,excited for the weekend,excited,
2,excited  happy,excited,
2,happy excited,excited,
2,a little excited,excited,
1,i feel excited to face new challenges,excited,
1,great and excited,excited,
1,"excited to be back and see my
house and get things done","excited,determined",
1,im pretty excited and im up to mystic and im feeling good although my bladder is full,excited,
1,happy and excited going on vacay,excited,
1,im very excited,excited,
1,i feel very excited and happy,excited,
1,all pumped up and happy ,excited,
1,im excited about being in a club listening to a music band,excited,
1,excited about the rest of the day,excited,
1,excited things are coming together,excited,
1,relaxed  relieved  content  excited  positive,"excited,calm,relief",
1,i feel neutral im not overly excited  just normal,okay,
1,im feeling ok not down or sad but not excited and energized either,okay,
1,good motivated excited hopeful,"excited,determined",
1,good about myself and excited about the day,"good,excited",
1,excited and a tiny anxious,"excited,uneasy",
1,i feel happy and excited surely  it is the endorphins rush from the work out,excited,
1,excited about an event tonight,excited,
1,i feel sleepy but excited for the upcoming month i also feel still like i have to act extra gracious since i am not totally comfortable yet in this new setting,"sleep,excited,anxious",
1,im good im excited about my future,excited,
1,feeling good  excited for the long weekend it should be pretty relaxing 😀,excited,
1,positive  excited for the weekend,excited,
1,i have a bad headache  but im excited about moving,"pain,excited",
1,nervous  excited  curious,"anxious,excited",
1,positive  cheerful  excited,excited,
1,unexcited,disconnected,
1,motivated  excited  determined,"determined,excited",
1,its my birthday and i am feeling very excited and happy,excited,
1,excited  motivated,"excited,determined",
1,good busy pumped up,excited,
1,excited about new opportunities and kind of at peace,"excited,calm",
1,positive and excited,excited,
1,pretty relaxed and happy and excited about things,"calm,excited",
1,excited to learn,excited,
1,excited but also worried,"excited,anxious",
1,excited for the week the canadians are coming always my favorite time,excited,
1,eh not the greatest first day of college football that im usually excited for but not today,sad,
1,confident  satisfied and excited,"confidence,excited",
1,excited  hopefull,excited,
1,excited to eat my chocolate fingers,excited,
1,excited and sleepy at the same time my chest hurts also,"excited,sleep,pain",
1,happy and excited for my trip,excited,
1,good  excited,excited,
1,im little bit tired  but excited about my evening,excited,
1,feeling alright pretty excited about the weekend,excited,
1,mentally drained i guess so tired but excited hoping rainah doesnt feel like im a bad friend somehow since im all tired excited to see george and bianca greggory rutabaga brendetta and bam i feel a lil tense from stress of show i feel like eating dinner will help a lot with my mood,"excited,stress,tired",
1,really happy and excited,excited,
1,excited and happy,excited,
1,im feeling excited free happy love,"excited,loved,great",
1,"I've got a gig tonight, so I'm feeling excited and nervous","excited,anxious",
1,excited going to vietnam tomorrow,excited,
1,pretty happy  relaxed excited about the day 3,"calm,excited,great",
1,tired and excited about new phone,"tired,excited",
1,excited  happy  ecstatic,excited,
1,excited  relaxed  clear,"excited,calm",
1,excited to see my kids,excited,
1,pretty excited,excited,
1,happy  excited about my new job,excited,
1,"a little stressed  
a little excited  still waking up","stress,excited",
1,excited to start the weekend,excited,
1,analyzing my life and excited at the prospects,excited,
1,I feel like the world is my oyster.  Very confident and excited about the future.,"excited,confidence",
1,excited for the new school year to start,excited,
1,i feel energized and excited after good feedback from customer,excited,
1,excited about busy week ahead,excited,
1,impatient  a little excited about whats to come,excited,
1,kinda sad kinda excited,"sad,excited",
1,happy  excited  accomplished,"happy,excited,determined",
1,little bit excited no reason for it,excited,
1,excited  great,excited,
1,feel ready and excited to do great things,"excited,determined",
1,excited about the future,excited,
1,im tired mostly but excited about getting to california today,"tired,excited",
1,im feeling good  pretty excited about the weekend and getting things done,excited,
1,Just went climbing! Im so energetic and excited and proud,"excited,confidence",
1,i feel happy and excited about moving,excited,
1,hormonal but pumped,"emotional,excited",
1,i am feeling excited and nervous,"excited,anxious",
1,I'm just happy and excited,excited,
1,im excited but nervous,"excited,anxious",
1,excited happy i feel free and independent,"excited,confidence",
1,excited  happy  cant wait to start the school,excited,
1,hyped happy and excited,"happy,excited",
1,excited  successful  capable  strong  connected,"excited,confidence",
1,happy  excited  and partly tired,excited,
1,overheated slightly annoyed mildly resentful that my parents squash any reason to get excited,annoyed,
1,"Worrying about a few things, but excited about experimenting and exploring- which will cure my anxiety by forcing me out of my comfort zone","excited,anxious",
1,hopeful and excited to start a new school year,excited,
1,good excited,excited,
1,im excited to see my friend,excited,
1,im fine and excited,excited,
1,stressed and excited and a bit nervous,"stress,excited,anxious",
1,i feel excited for the weekend,excited,
1,super excited,excited,
1,i still feel pumped from the gym,excited,
1,i am tired because i have not sleep at all for 2 days  and i am also excited about the tomorrow,"tired,excited",
1,i feel relax and excited,"calm,excited",
1,im excited about an upcoming vacation,excited,
1,im a bid disappointed cuz i was excited about traveling with my bf,sad,
1,excited  so so so happy,"excited,great",
1,just nervous about being naked at this spa but excited to go overall,"anxious,excited",
1,excited  happy,excited,
1,so so not excited not depressed,average,
1,ok excited to go home and to get to work,excited,
1,im feeling excited and anxious a little bit,"excited,anxious",
1,im feeling confident and excited,"excited,confidence",
23,tired but happy,"tired,happy",
17,very happy,great,
10,happy and relaxed,"happy,calm",
9,i am happy,happy,
9,tired and happy,"tired,happy",
5,happy and excited,"happy,excited",
5,tired  but happy,"tired,happy",
5,happy enough,happy,
5,happy but tired,"happy,tired",
4,so happy,happy,
4,happy and sad,"happy,sad",
3,happy and content,happy,
3,excited and happy,"excited,happy",
3,happy ,happy,
3,not happy,sad,
3,relaxed and happy,"calm,happy",
3,happy and tired,"happy,tired",
2,calm and happy,"calm,happy",
2,sad but happy,"sad,happy",
2,i feel relaxed and happy,"calm,happy",
2,tired  happy,"tired,happy",
2,i am happy and tired,"happy,tired",
2,full and happy,"full,happy",
2,im feeling relaxed and happy,"calm,happy",
2,i am tired but happy,"tired,happy",
2,not so happy,sad,
2,happy and tired,"happy,tired",
2,happy 😁,happy,
2,healthy  happy  tired,"healthy,happy,tired",
2,neither happy nor sad,average,
2,I'm just tired but also happy,"tired,happy",
1,i will be happy when it is over,anxious,
1,happy flappy,happy,
1,"spending too much money on experiences, but totally happy aboutit",happy,
1,happy and energic,happy,
1,happy but apprehensive,"happy,anxious",
1,i feel stressed but happy,"stress,happy",
1,happy for now,happy,
1,im happy and relax,"happy,calm",
1,a little happy,okay,
1,exited  happy and okay,excited,
1,happy but a bit hypomanic,"happy,anxious",
1,im little tired  but happy,"tired,happy",
1,supper happy,happy,
1,kind of happy,okay,
1,fatigued but happy,"tired,happy",
1,im feeling well today  very confident and happy,"confidence,happy",
1,tired happy about my new job anxious to get my life sorted out,"tired,happy,anxious",
1,im feeling really happy i just got off the phone with my mom and it was a really nice conversation,happy,
1,full  happy  in control,happy,
1,really happy i am at king of trios and get to see st least one more sendai girls match,happy,
1,unhappy disappointed,sad,
1,happy  hopeful,"happy,hopeful",
1,happy now i am okay,relief,
1,i feel happy to be with my family  but upset at some things i learned about last night,"happy,upset",
1,i am very happy,great,
1,enthusiastic and happy,happy,
1,sad unhappy not understanded by others outsider,"sad,disconnected",
1,i am happy ,happy,
1,happy and fulfilling,happy,
1,hungry  yet happy,"hungry,happy",
1,i feel a bit happy,okay,
1,tired unhappy,sad,
1,happy that i spent the morning cleaning,happy,
1,happy now but was down earlier,better,
1,happy to be spending th weekend with my girlfriend apprehensive about going back to work tomorrow,"happy,anxious",
1,happy things are improving in my life significantly,better,
1,all pumped up and happy ,"excited,happy",
1,scared and happy,"scared,happy",
1,happy nervous,"happy,anxious",
1,happy and exhausted,"happy,tired",
1,happy and tires,"happy,tired",
1,excited  happy  ecstatic,"excited,happy",
1,tired from getting up early 3 days in a row and a little nauseous but happy,"tired,sick,happy",
1,im feeling tired but at the same time happy,"tired,happy",
1,a bit happy,okay,
1,calm  happy,"calm,happy",
1,happy but nervous,"happy,anxious",
1,I am so sad i cannot spend the weekend with my friends because i am feeling depressed and cannot stand the thought of being around happy people,depressed,
1,great happy,happy,
1,energised and happy,"excited,happy",
1,kind of happy to start the day,okay,
1,happy  dad made a joke,happy,
1,sad that capitalism exists  happy ryan exists,"sad,happy",
1,relaxing and happy,"calm,happy",
1,😊 happy,happy,
1,kind of angry because the bus was late but also happy because i had a good day,"annoyed,happy",
1,happy its friday baby,happy,
1,absolutely happy,great,
1,great  happy,great,
1,upbeat not too happy  not too sad,average,
1,its my birthday and i am feeling very excited and happy,"excited,happy",
1,happy and tired i guess,"happy,tired",
1,happy but in a dilemma,"happy,confused",
1,i am happy because i had a good day,happy,
1,scared  but happy at the same time,"scared,happy",
1,sad but also happy to see my family and travel,"sad,happy",
1,im tired and getting into bed to sleep im happy,"sleep,happy",
1,relaxed happy,"calm,happy",
1,i am happy because my husband is taking me to my favorite restaurant,happy,
1,i m relaxed and happy,"calm,happy",
1,im feeling relaxed  and happy,"calm,happy",
1,mostly calm and happy,"calm,happy",
1,tired but still happy,"tired,happy",
1,exhausted but happy,"tired,happy",
1,great very happy,great,
1,happy and frustrated,"happy,annoyed",
1,I'm really happy I finally got up the confidence to do something I was worried about and it turned out well,"happy,confidence,relief",
1,happy to begin the weekend activities,happy,
1,pretty happy  relaxed excited about the day 3,"great,calm,excited",
1,"underlying nervousness but happy
to play with him","uneasy,happy",
1,tired happy,"tired,happy",
1,happy  secure,"happy,calm",
1,happy  relax,"happy,calm",
1,a bit down but at the same time happy,"sad,happy",
1,i am ok and happy ,happy,
1,well im kinda happy but most of the time i zone out and dont really remember what happened for the past ten minutes,disconnected,
1,happy mad,"happy,annoyed",
1,happy  contented,happy,
1,happy its the weekend,happy,
1,im feeling tired  but happy,"tired,happy",
1,happy and calm also,"happy,calm",
1,i am feeling excited about the future  and a sense of acceptance about whatever may happen  it will ultimately work out for the best  and ill be happy,excited,
1,feeling happy and content,happy,
1,happy  excited  and partly tired,"excited,tired",
1,sad but also happy,"sad,happy",
1,One min I'm happy next I'm sad cause my grandma died,"happy,sad,loss",
1,good  high energy level  kind of happy  i have had a great workout,engaged,
1,stinky from moving on a hot day and driving without air conditioning  but happy,happy,
1,excited  happy  cant wait to start the school,excited,
1,I am happy and relaxed,"happy,calm",
1,happy but nervous about the future,"happy,anxious",
1,i feel happy  after a satisfying lunch with abhinav but my mom might be a little upset with me over a miscommunication,"happy,anxious",
1,i already miss him happy and sad simultaneously,"loss,happy,sad",
1,delighted and happy,happy,
1,happy  chilled  focusing on the future,"happy,calm,determined",
1,very happy and content,great,
1,happy because its my birthday,happy,
1,happy  relaxed,"happy,calm",
1,happy 😊,happy,
1,im pretty happy because this is a really good step in the right direction and simple enough i think dr kuipers will be alright with it,great,
1,ok not happy but not sad  just worried a bit about the movie tomorrow night,"average,anxious",
1,i feel happy and relaxed,"happy,calm",
1,i am exhausted  also happy,"tired,happy",
1,happy and calm,"happy,calm",
1,nervous and happy,"anxious,calm",
1,really sad but also happy i got one of my friends back,"sad,relief,happy",
1,Tired from finishing school and happy because îm leaving in 3 days for a trip,"tired,excited",
1,lazy happy sleepy,"lazy,happy,sleep",
1,happy 😄,happy,
1,energetic  happy  a bit restless,"happy,restless",
1,tied but happy,"tired,happy",
1,hope happy and tired,"happy,tired",
1,happy but discontented,"tired,unsatisfied",
1,upset but a little happy,"upset,okay",
1,i feel secure happy and safe,"happy,calm",
1,happy and hungry,"happy,hungry",
1,centred  happy,happy,
1,happy anxious and tired,"happy,anxious,tired",
1,happy and energized,"happy,engaged",
1,i feel very excited and happy,"excited,happy",
1,happy and exhausted,"happy,tired",
1,i feel content happy,happy,
1,happy that carley finally replied,"happy,relief",
1,p happy,happy,
1,mad and happy,"annoyed,happy",
1,very happy since i saw my teachers artwork there,great,
1,happy and energetic,"happy,excited",
1,peaceful and happy,"calm,happy",
1,happy its sunday,happy,
1,"Tired, happy","tired,happy",
1,i amo happy,happy,
1,happy for my family,happy,
1,happy d,happy,
1,happy but cautious,"happy,uneasy",
1,excited  happy,"excited,happy",
1,pretty happy still a bit tired,"happy,tired",
1,happy because my student didnt show up but anxious in general,"relief,anxious",
1,happy with my social life,happy,
1,sort of anxious but mostly happy,"anxious,happy",
1,happy relaxed energized,"happy,calm,excited",
1,feeling ok  not too happy but everything is fine,okay,
1,im happy  calm  thinking positive,"happy,calm",
1,happy and hopeful,"happy,hopeful",
1,physically i feel tired mentally  also tired but im in a happy place school isnt overwhelming,"tired,happy",
1,a little sleepy but happy,"sleep,happy",
1,happy also like im doing something that matches my vision of life,happy,
1,i am happy in a neutral way,okay,
1,happy cuz its almost fridayweekend plans,excited,
1,calm happy,"calm,happy",
1,good happy productive,"happy,determined",
1,happy but very tired now,"happy,tired",
1,up and down happy and irritable,"happy,annoyed,emotional",
1,happy  exited,"happy,excited",
1,pretty good  happy i worked out  work is chill  anxious about job stuff still,"happy,anxious",
1,happy and filled with anticipation,"happy,excited",
1,verry happy for a friend,happy,
1,pretty relaxed and happy and excited about things,"calm,happy,excited",
1,busy and happy,"happy,stress",
1,happy  today its my anniversarie,happy,
1,worn out but happy,"tired,tired",
1,i am very good quite happy because there is no work tomorrow,great,
1,future tripping but happy,"pensive,happy",
1,happy i have the week off work,happy,
1,happy  nervous,"happy,anxious",
11,i have a headache,pain,
7,i feel sick,sick,
4,sick and tired,"sick,tired",
4,feeling sick,sick,
3,tired and sick,"tired,sick",
2,headache  tired,"pain,tired",
2,i feel tired and sick,"tired,sick",
2,a bit sick,sick,
1,At work about to go get lunch. I'm sick of my job. It's boring and I don't feel valued,"bored,unsatisfied",
1,sick  tired,"sick,tired",
1,thinking have a headache,"pensive,pain",
1,bit of a headache  bit sick,"pain,sick",
1,i'm home alone feel sick and sad,"sick,sad",
1,im feeling sick 馃あ,sick,
1,i have a headache but other then that im fine,"pain,okay",
1,im in physical pain  anxious about finances  when ill be able to return to work  and feeling embarrassed and hopeless about how disorganized my house is,,
1,good but i think im getting sick,"good,sick",
1,i feel ok  i think im gonna catch a cold,"okay,sick",
1,ok  but with a small headache,"okay,pain",
1,sick and sad,"sick,sad",
1,terrible  i am catching a cold now,"sad,sick",
1,On the bus. Really sick from the heat. Feeling so guilty for leaving the cats,"sick,embarrassed",
1,i have headache and am tired,"pain,tired",
1,feeling a little better after sunday nights trigger and terrible heat last night  only slept about 40 minutes and had a gross nightmare about roaches in my bed but im going to finish this batch of scripts for today  which makes me feel accomplishednot quite as overwhelmed,"determined, better",
1,I'm sick and angry,"sick,angry",
1,im feeling sick,sick,
1,inner restlessness headache,"uneasy,pain",
1,kinda bad  i have a headache,"sad,pain",
1,i feel sick but allright,"sick,okay",
1,not so good  i have a cold,sick,
1,"okay ive just felt a bit angry at my kids but generally okay i feel
a bit swamped  kids on top of me all the time it can be emotionally draining but they are sick and need me","stress,annoyed",
1,i am exhausted and i have a headache,"tired,pain",
1,im feeling good but a bit sick,sick,
